,sourceId,referenceTime,air_temperature(-),air_temperature(-).1,min(air_temperature pt1h)(-),max(air_temperature pt1h)(-)
5075,sn18700:0,2022-09-09T11:50:00.000Z,13.5,-,-,-
5076,sn18700:0,2022-09-09T12:00:00.000Z,13.6,13.6,13.4,13.7
5077,sn18700:0,2022-09-09T12:10:00.000Z,13.8,-,-,-
5078,sn18700:0,2022-09-09T12:20:00.000Z,14.2,-,-,-
5079,sn18700:0,2022-09-09T12:30:00.000Z,15.2,-,-,-
5080,sn18700:0,2022-09-09T12:40:00.000Z,14.9,-,-,-
5081,sn18700:0,2022-09-09T12:50:00.000Z,15.0,-,-,-
5082,sn18700:0,2022-09-09T13:00:00.000Z,15.0,15.0,13.6,15.3
5083,sn18700:0,2022-09-09T13:10:00.000Z,15.1,-,-,-
5084,sn18700:0,2022-09-09T13:20:00.000Z,15.5,-,-,-
5085,sn18700:0,2022-09-09T13:30:00.000Z,15.5,-,-,-
5086,sn18700:0,2022-09-09T13:40:00.000Z,15.6,-,-,-
5087,sn18700:0,2022-09-09T13:50:00.000Z,15.6,-,-,-
5088,sn18700:0,2022-09-09T14:00:00.000Z,15.6,15.6,14.9,15.8
5089,sn18700:0,2022-09-09T14:10:00.000Z,16.1,-,-,-
5090,sn18700:0,2022-09-09T14:20:00.000Z,15.5,-,-,-
5091,sn18700:0,2022-09-09T14:30:00.000Z,15.2,-,-,-
5092,sn18700:0,2022-09-09T14:40:00.000Z,14.9,-,-,-
5093,sn18700:0,2022-09-09T14:50:00.000Z,14.9,-,-,-
5094,sn18700:0,2022-09-09T15:00:00.000Z,15.1,15.1,14.9,16.2
5095,sn18700:0,2022-09-09T15:10:00.000Z,15.2,-,-,-
5096,sn18700:0,2022-09-09T15:20:00.000Z,15.1,-,-,-
5097,sn18700:0,2022-09-09T15:30:00.000Z,15.2,-,-,-
5098,sn18700:0,2022-09-09T15:40:00.000Z,15.1,-,-,-
5099,sn18700:0,2022-09-09T15:50:00.000Z,15.0,-,-,-
5100,sn18700:0,2022-09-09T16:00:00.000Z,15.0,15.0,15.0,15.2
5101,sn18700:0,2022-09-09T16:10:00.000Z,14.9,-,-,-
5102,sn18700:0,2022-09-09T16:20:00.000Z,14.6,-,-,-
5103,sn18700:0,2022-09-09T16:30:00.000Z,14.6,-,-,-
5104,sn18700:0,2022-09-09T16:40:00.000Z,14.7,-,-,-
5105,sn18700:0,2022-09-09T16:50:00.000Z,14.7,-,-,-
5106,sn18700:0,2022-09-09T17:00:00.000Z,14.6,14.6,14.6,15.0
5107,sn18700:0,2022-09-09T17:10:00.000Z,14.4,-,-,-
5108,sn18700:0,2022-09-09T17:20:00.000Z,14.1,-,-,-
5109,sn18700:0,2022-09-09T17:30:00.000Z,13.9,-,-,-
5110,sn18700:0,2022-09-09T17:40:00.000Z,13.9,-,-,-
5111,sn18700:0,2022-09-09T17:50:00.000Z,13.9,-,-,-
5112,sn18700:0,2022-09-09T18:00:00.000Z,13.7,13.7,13.7,14.6
5113,sn18700:0,2022-09-09T18:10:00.000Z,13.3,-,-,-
5114,sn18700:0,2022-09-09T18:20:00.000Z,13.3,-,-,-
5115,sn18700:0,2022-09-09T18:30:00.000Z,13.3,-,-,-
5116,sn18700:0,2022-09-09T18:40:00.000Z,13.4,-,-,-
5117,sn18700:0,2022-09-09T18:50:00.000Z,13.5,-,-,-
5118,sn18700:0,2022-09-09T19:00:00.000Z,13.4,13.4,13.2,13.7
5119,sn18700:0,2022-09-09T19:10:00.000Z,13.4,-,-,-
5120,sn18700:0,2022-09-09T19:20:00.000Z,13.5,-,-,-
5121,sn18700:0,2022-09-09T19:30:00.000Z,13.4,-,-,-
5122,sn18700:0,2022-09-09T19:40:00.000Z,13.3,-,-,-
5123,sn18700:0,2022-09-09T19:50:00.000Z,13.3,-,-,-
5124,sn18700:0,2022-09-09T20:00:00.000Z,13.3,13.3,13.3,13.5
5125,sn18700:0,2022-09-09T20:10:00.000Z,13.3,-,-,-
5126,sn18700:0,2022-09-09T20:20:00.000Z,13.3,-,-,-
5127,sn18700:0,2022-09-09T20:30:00.000Z,13.4,-,-,-
5128,sn18700:0,2022-09-09T20:40:00.000Z,13.4,-,-,-
5129,sn18700:0,2022-09-09T20:50:00.000Z,13.4,-,-,-
5130,sn18700:0,2022-09-09T21:00:00.000Z,13.4,13.4,13.3,13.4
5131,sn18700:0,2022-09-09T21:10:00.000Z,13.3,-,-,-
5132,sn18700:0,2022-09-09T21:20:00.000Z,13.3,-,-,-
5133,sn18700:0,2022-09-09T21:30:00.000Z,13.2,-,-,-
5134,sn18700:0,2022-09-09T21:40:00.000Z,13.0,-,-,-
5135,sn18700:0,2022-09-09T21:50:00.000Z,13.0,-,-,-
5136,sn18700:0,2022-09-09T22:00:00.000Z,12.9,12.9,12.9,13.4
5137,sn18700:0,2022-09-09T22:10:00.000Z,12.9,-,-,-
5138,sn18700:0,2022-09-09T22:20:00.000Z,12.9,-,-,-
5139,sn18700:0,2022-09-09T22:30:00.000Z,12.8,-,-,-
5140,sn18700:0,2022-09-09T22:40:00.000Z,12.8,-,-,-
5141,sn18700:0,2022-09-09T22:50:00.000Z,12.7,-,-,-
5142,sn18700:0,2022-09-09T23:00:00.000Z,12.7,12.7,12.7,13.0
5143,sn18700:0,2022-09-09T23:10:00.000Z,12.8,-,-,-
5144,sn18700:0,2022-09-09T23:20:00.000Z,12.8,-,-,-
5145,sn18700:0,2022-09-09T23:30:00.000Z,12.8,-,-,-
5146,sn18700:0,2022-09-09T23:40:00.000Z,12.8,-,-,-
5147,sn18700:0,2022-09-09T23:50:00.000Z,12.7,-,-,-
5148,sn18700:0,2022-09-10T00:00:00.000Z,12.7,12.7,12.7,12.8
5149,sn18700:0,2022-09-10T00:10:00.000Z,12.7,-,-,-
5150,sn18700:0,2022-09-10T00:20:00.000Z,12.7,-,-,-
5151,sn18700:0,2022-09-10T00:30:00.000Z,12.7,-,-,-
5152,sn18700:0,2022-09-10T00:40:00.000Z,12.6,-,-,-
5153,sn18700:0,2022-09-10T00:50:00.000Z,12.7,-,-,-
5154,sn18700:0,2022-09-10T01:00:00.000Z,12.7,12.7,12.6,12.8
5155,sn18700:0,2022-09-10T01:10:00.000Z,12.6,-,-,-
5156,sn18700:0,2022-09-10T01:20:00.000Z,12.6,-,-,-
5157,sn18700:0,2022-09-10T01:30:00.000Z,12.6,-,-,-
5158,sn18700:0,2022-09-10T01:40:00.000Z,12.5,-,-,-
5159,sn18700:0,2022-09-10T01:50:00.000Z,12.3,-,-,-
5160,sn18700:0,2022-09-10T02:00:00.000Z,12.2,12.2,12.2,12.7
5161,sn18700:0,2022-09-10T02:10:00.000Z,12.0,-,-,-
5162,sn18700:0,2022-09-10T02:20:00.000Z,11.9,-,-,-
5163,sn18700:0,2022-09-10T02:30:00.000Z,11.8,-,-,-
5164,sn18700:0,2022-09-10T02:40:00.000Z,11.5,-,-,-
5165,sn18700:0,2022-09-10T02:50:00.000Z,11.4,-,-,-
5166,sn18700:0,2022-09-10T03:00:00.000Z,11.3,11.3,11.3,12.2
5167,sn18700:0,2022-09-10T03:10:00.000Z,11.1,-,-,-
5168,sn18700:0,2022-09-10T03:20:00.000Z,11.1,-,-,-
5169,sn18700:0,2022-09-10T03:30:00.000Z,11.0,-,-,-
5170,sn18700:0,2022-09-10T03:40:00.000Z,11.0,-,-,-
5171,sn18700:0,2022-09-10T03:50:00.000Z,10.9,-,-,-
5172,sn18700:0,2022-09-10T04:00:00.000Z,10.9,10.9,10.9,11.3
5173,sn18700:0,2022-09-10T04:10:00.000Z,10.9,-,-,-
5174,sn18700:0,2022-09-10T04:20:00.000Z,10.9,-,-,-
5175,sn18700:0,2022-09-10T04:30:00.000Z,10.9,-,-,-
5176,sn18700:0,2022-09-10T04:40:00.000Z,11.0,-,-,-
5177,sn18700:0,2022-09-10T04:50:00.000Z,11.0,-,-,-
5178,sn18700:0,2022-09-10T05:00:00.000Z,11.0,11.0,10.8,11.1
5179,sn18700:0,2022-09-10T05:10:00.000Z,11.0,-,-,-
5180,sn18700:0,2022-09-10T05:20:00.000Z,11.1,-,-,-
5181,sn18700:0,2022-09-10T05:30:00.000Z,11.1,-,-,-
5182,sn18700:0,2022-09-10T05:40:00.000Z,11.1,-,-,-
5183,sn18700:0,2022-09-10T05:50:00.000Z,11.2,-,-,-
5184,sn18700:0,2022-09-10T06:00:00.000Z,11.2,11.2,11.0,11.2
5185,sn18700:0,2022-09-10T06:10:00.000Z,11.3,-,-,-
5186,sn18700:0,2022-09-10T06:20:00.000Z,11.3,-,-,-
5187,sn18700:0,2022-09-10T06:30:00.000Z,11.3,-,-,-
5188,sn18700:0,2022-09-10T06:40:00.000Z,11.2,-,-,-
5189,sn18700:0,2022-09-10T06:50:00.000Z,11.3,-,-,-
5190,sn18700:0,2022-09-10T07:00:00.000Z,11.3,11.3,11.2,11.3
5191,sn18700:0,2022-09-10T07:10:00.000Z,11.3,-,-,-
5192,sn18700:0,2022-09-10T07:20:00.000Z,11.3,-,-,-
5193,sn18700:0,2022-09-10T07:30:00.000Z,11.4,-,-,-
5194,sn18700:0,2022-09-10T07:40:00.000Z,11.5,-,-,-
5195,sn18700:0,2022-09-10T07:50:00.000Z,11.5,-,-,-
5196,sn18700:0,2022-09-10T08:00:00.000Z,11.7,11.7,11.2,11.7
5197,sn18700:0,2022-09-10T08:10:00.000Z,11.8,-,-,-
5198,sn18700:0,2022-09-10T08:20:00.000Z,11.9,-,-,-
5199,sn18700:0,2022-09-10T08:30:00.000Z,11.9,-,-,-
5200,sn18700:0,2022-09-10T08:40:00.000Z,11.9,-,-,-
5201,sn18700:0,2022-09-10T08:50:00.000Z,11.7,-,-,-
5202,sn18700:0,2022-09-10T09:00:00.000Z,11.6,11.6,11.6,11.9
5203,sn18700:0,2022-09-10T09:10:00.000Z,11.5,-,-,-
5204,sn18700:0,2022-09-10T09:20:00.000Z,11.4,-,-,-
5205,sn18700:0,2022-09-10T09:30:00.000Z,11.4,-,-,-
5206,sn18700:0,2022-09-10T09:40:00.000Z,11.5,-,-,-
5207,sn18700:0,2022-09-10T09:50:00.000Z,11.5,-,-,-
5208,sn18700:0,2022-09-10T10:00:00.000Z,11.7,11.7,11.4,11.7
5209,sn18700:0,2022-09-10T10:10:00.000Z,12.0,-,-,-
5210,sn18700:0,2022-09-10T10:20:00.000Z,12.2,-,-,-
5211,sn18700:0,2022-09-10T10:30:00.000Z,12.5,-,-,-
5212,sn18700:0,2022-09-10T10:40:00.000Z,12.5,-,-,-
5213,sn18700:0,2022-09-10T10:50:00.000Z,12.5,-,-,-
5214,sn18700:0,2022-09-10T11:00:00.000Z,12.6,12.6,11.7,12.6
5215,sn18700:0,2022-09-10T11:10:00.000Z,12.8,-,-,-
5216,sn18700:0,2022-09-10T11:20:00.000Z,12.9,-,-,-
5217,sn18700:0,2022-09-10T11:30:00.000Z,13.1,-,-,-
5218,sn18700:0,2022-09-10T11:40:00.000Z,13.2,-,-,-
5219,sn18700:0,2022-09-10T11:50:00.000Z,13.4,-,-,-
5220,sn18700:0,2022-09-10T12:00:00.000Z,13.5,13.5,12.6,13.5
5221,sn18700:0,2022-09-10T12:10:00.000Z,13.5,-,-,-
5222,sn18700:0,2022-09-10T12:20:00.000Z,13.5,-,-,-
5223,sn18700:0,2022-09-10T12:30:00.000Z,13.3,-,-,-
5224,sn18700:0,2022-09-10T12:40:00.000Z,13.3,-,-,-
5225,sn18700:0,2022-09-10T12:50:00.000Z,13.4,-,-,-
5226,sn18700:0,2022-09-10T13:00:00.000Z,13.5,13.5,13.3,13.6
5227,sn18700:0,2022-09-10T13:10:00.000Z,13.5,-,-,-
5228,sn18700:0,2022-09-10T13:20:00.000Z,13.5,-,-,-
5229,sn18700:0,2022-09-10T13:30:00.000Z,13.5,-,-,-
5230,sn18700:0,2022-09-10T13:40:00.000Z,13.7,-,-,-
5231,sn18700:0,2022-09-10T13:50:00.000Z,13.9,-,-,-
5232,sn18700:0,2022-09-10T14:00:00.000Z,14.0,14.0,13.5,14.0
5233,sn18700:0,2022-09-10T14:10:00.000Z,14.0,-,-,-
5234,sn18700:0,2022-09-10T14:20:00.000Z,14.1,-,-,-
5235,sn18700:0,2022-09-10T14:30:00.000Z,14.0,-,-,-
5236,sn18700:0,2022-09-10T14:40:00.000Z,14.0,-,-,-
5237,sn18700:0,2022-09-10T14:50:00.000Z,14.0,-,-,-
5238,sn18700:0,2022-09-10T15:00:00.000Z,14.0,14.0,13.9,14.1
5239,sn18700:0,2022-09-10T15:10:00.000Z,14.1,-,-,-
5240,sn18700:0,2022-09-10T15:20:00.000Z,14.1,-,-,-
5241,sn18700:0,2022-09-10T15:30:00.000Z,14.2,-,-,-
5242,sn18700:0,2022-09-10T15:40:00.000Z,14.1,-,-,-
5243,sn18700:0,2022-09-10T15:50:00.000Z,14.1,-,-,-
5244,sn18700:0,2022-09-10T16:00:00.000Z,14.1,14.1,14.0,14.2
5245,sn18700:0,2022-09-10T16:10:00.000Z,14.2,-,-,-
5246,sn18700:0,2022-09-10T16:20:00.000Z,14.2,-,-,-
5247,sn18700:0,2022-09-10T16:30:00.000Z,14.2,-,-,-
5248,sn18700:0,2022-09-10T16:40:00.000Z,14.0,-,-,-
5249,sn18700:0,2022-09-10T16:50:00.000Z,13.9,-,-,-
5250,sn18700:0,2022-09-10T17:00:00.000Z,13.8,13.8,13.8,14.3
5251,sn18700:0,2022-09-10T17:10:00.000Z,13.7,-,-,-
5252,sn18700:0,2022-09-10T17:20:00.000Z,13.7,-,-,-
5253,sn18700:0,2022-09-10T17:30:00.000Z,13.6,-,-,-
5254,sn18700:0,2022-09-10T17:40:00.000Z,13.6,-,-,-
5255,sn18700:0,2022-09-10T17:50:00.000Z,13.5,-,-,-
5256,sn18700:0,2022-09-10T18:00:00.000Z,13.4,13.4,13.4,13.8
5257,sn18700:0,2022-09-10T18:10:00.000Z,13.3,-,-,-
5258,sn18700:0,2022-09-10T18:20:00.000Z,13.3,-,-,-
5259,sn18700:0,2022-09-10T18:30:00.000Z,13.2,-,-,-
5260,sn18700:0,2022-09-10T18:40:00.000Z,13.2,-,-,-
5261,sn18700:0,2022-09-10T18:50:00.000Z,13.1,-,-,-
5262,sn18700:0,2022-09-10T19:00:00.000Z,13.1,13.1,13.1,13.4
5263,sn18700:0,2022-09-10T19:10:00.000Z,13.1,-,-,-
5264,sn18700:0,2022-09-10T19:20:00.000Z,13.0,-,-,-
5265,sn18700:0,2022-09-10T19:30:00.000Z,12.8,-,-,-
5266,sn18700:0,2022-09-10T19:40:00.000Z,12.7,-,-,-
5267,sn18700:0,2022-09-10T19:50:00.000Z,12.6,-,-,-
5268,sn18700:0,2022-09-10T20:00:00.000Z,12.6,12.6,12.6,13.1
5269,sn18700:0,2022-09-10T20:10:00.000Z,12.5,-,-,-
5270,sn18700:0,2022-09-10T20:20:00.000Z,12.5,-,-,-
5271,sn18700:0,2022-09-10T20:30:00.000Z,12.5,-,-,-
5272,sn18700:0,2022-09-10T20:40:00.000Z,12.4,-,-,-
5273,sn18700:0,2022-09-10T20:50:00.000Z,12.4,-,-,-
5274,sn18700:0,2022-09-10T21:00:00.000Z,12.3,12.3,12.3,12.6
5275,sn18700:0,2022-09-10T21:10:00.000Z,12.3,-,-,-
5276,sn18700:0,2022-09-10T21:20:00.000Z,12.2,-,-,-
5277,sn18700:0,2022-09-10T21:30:00.000Z,12.1,-,-,-
5278,sn18700:0,2022-09-10T21:40:00.000Z,12.2,-,-,-
5279,sn18700:0,2022-09-10T21:50:00.000Z,12.2,-,-,-
5280,sn18700:0,2022-09-10T22:00:00.000Z,12.2,12.2,12.1,12.3
5281,sn18700:0,2022-09-10T22:10:00.000Z,12.2,-,-,-
5282,sn18700:0,2022-09-10T22:20:00.000Z,12.1,-,-,-
5283,sn18700:0,2022-09-10T22:30:00.000Z,12.0,-,-,-
5284,sn18700:0,2022-09-10T22:40:00.000Z,11.9,-,-,-
5285,sn18700:0,2022-09-10T22:50:00.000Z,11.9,-,-,-
5286,sn18700:0,2022-09-10T23:00:00.000Z,11.9,11.9,11.9,12.2
5287,sn18700:0,2022-09-10T23:10:00.000Z,12.0,-,-,-
5288,sn18700:0,2022-09-10T23:20:00.000Z,12.0,-,-,-
5289,sn18700:0,2022-09-10T23:30:00.000Z,11.9,-,-,-
5290,sn18700:0,2022-09-10T23:40:00.000Z,12.0,-,-,-
5291,sn18700:0,2022-09-10T23:50:00.000Z,11.9,-,-,-
5292,sn18700:0,2022-09-11T00:00:00.000Z,11.9,11.9,11.9,12.0
5293,sn18700:0,2022-09-11T00:10:00.000Z,11.9,-,-,-
5294,sn18700:0,2022-09-11T00:20:00.000Z,11.8,-,-,-
5295,sn18700:0,2022-09-11T00:30:00.000Z,11.7,-,-,-
5296,sn18700:0,2022-09-11T00:40:00.000Z,11.7,-,-,-
5297,sn18700:0,2022-09-11T00:50:00.000Z,11.8,-,-,-
5298,sn18700:0,2022-09-11T01:00:00.000Z,11.6,11.6,11.6,11.9
5299,sn18700:0,2022-09-11T01:10:00.000Z,11.5,-,-,-
5300,sn18700:0,2022-09-11T01:20:00.000Z,11.3,-,-,-
5301,sn18700:0,2022-09-11T01:30:00.000Z,11.2,-,-,-
5302,sn18700:0,2022-09-11T01:40:00.000Z,11.0,-,-,-
5303,sn18700:0,2022-09-11T01:50:00.000Z,10.8,-,-,-
5304,sn18700:0,2022-09-11T02:00:00.000Z,10.7,10.7,10.7,11.6
5305,sn18700:0,2022-09-11T02:10:00.000Z,10.6,-,-,-
5306,sn18700:0,2022-09-11T02:20:00.000Z,10.6,-,-,-
5307,sn18700:0,2022-09-11T02:30:00.000Z,10.6,-,-,-
5308,sn18700:0,2022-09-11T02:40:00.000Z,10.5,-,-,-
5309,sn18700:0,2022-09-11T02:50:00.000Z,10.4,-,-,-
5310,sn18700:0,2022-09-11T03:00:00.000Z,10.3,10.3,10.3,10.7
5311,sn18700:0,2022-09-11T03:10:00.000Z,10.1,-,-,-
5312,sn18700:0,2022-09-11T03:20:00.000Z,9.8,-,-,-
5313,sn18700:0,2022-09-11T03:30:00.000Z,9.6,-,-,-
5314,sn18700:0,2022-09-11T03:40:00.000Z,9.5,-,-,-
5315,sn18700:0,2022-09-11T03:50:00.000Z,9.7,-,-,-
5316,sn18700:0,2022-09-11T04:00:00.000Z,9.8,9.8,9.5,10.3
5317,sn18700:0,2022-09-11T04:10:00.000Z,9.7,-,-,-
5318,sn18700:0,2022-09-11T04:20:00.000Z,9.5,-,-,-
5319,sn18700:0,2022-09-11T04:30:00.000Z,9.6,-,-,-
5320,sn18700:0,2022-09-11T04:40:00.000Z,9.5,-,-,-
5321,sn18700:0,2022-09-11T04:50:00.000Z,9.5,-,-,-
5322,sn18700:0,2022-09-11T05:00:00.000Z,9.3,9.3,9.3,9.8
5323,sn18700:0,2022-09-11T05:10:00.000Z,9.3,-,-,-
5324,sn18700:0,2022-09-11T05:20:00.000Z,9.1,-,-,-
5325,sn18700:0,2022-09-11T05:30:00.000Z,9.2,-,-,-
5326,sn18700:0,2022-09-11T05:40:00.000Z,9.4,-,-,-
5327,sn18700:0,2022-09-11T05:50:00.000Z,9.4,-,-,-
5328,sn18700:0,2022-09-11T06:00:00.000Z,9.4,9.4,9.1,9.5
5329,sn18700:0,2022-09-11T06:10:00.000Z,9.9,-,-,-
5330,sn18700:0,2022-09-11T06:20:00.000Z,10.1,-,-,-
5331,sn18700:0,2022-09-11T06:30:00.000Z,10.7,-,-,-
5332,sn18700:0,2022-09-11T06:40:00.000Z,11.9,-,-,-
5333,sn18700:0,2022-09-11T06:50:00.000Z,13.2,-,-,-
5334,sn18700:0,2022-09-11T07:00:00.000Z,12.8,12.8,9.4,13.3
5335,sn18700:0,2022-09-11T07:10:00.000Z,12.7,-,-,-
5336,sn18700:0,2022-09-11T07:20:00.000Z,12.7,-,-,-
5337,sn18700:0,2022-09-11T07:30:00.000Z,12.8,-,-,-
5338,sn18700:0,2022-09-11T07:40:00.000Z,13.2,-,-,-
5339,sn18700:0,2022-09-11T07:50:00.000Z,13.1,-,-,-
5340,sn18700:0,2022-09-11T08:00:00.000Z,13.2,13.2,12.6,13.2
5341,sn18700:0,2022-09-11T08:10:00.000Z,13.3,-,-,-
5342,sn18700:0,2022-09-11T08:20:00.000Z,13.4,-,-,-
5343,sn18700:0,2022-09-11T08:30:00.000Z,13.5,-,-,-
5344,sn18700:0,2022-09-11T08:40:00.000Z,13.7,-,-,-
5345,sn18700:0,2022-09-11T08:50:00.000Z,13.8,-,-,-
5346,sn18700:0,2022-09-11T09:00:00.000Z,13.6,13.6,13.2,13.9
5347,sn18700:0,2022-09-11T09:10:00.000Z,13.6,-,-,-
5348,sn18700:0,2022-09-11T09:20:00.000Z,13.6,-,-,-
5349,sn18700:0,2022-09-11T09:30:00.000Z,13.6,-,-,-
5350,sn18700:0,2022-09-11T09:40:00.000Z,13.6,-,-,-
5351,sn18700:0,2022-09-11T09:50:00.000Z,13.8,-,-,-
5352,sn18700:0,2022-09-11T10:00:00.000Z,13.9,13.9,13.5,13.9
5353,sn18700:0,2022-09-11T10:10:00.000Z,14.2,-,-,-
5354,sn18700:0,2022-09-11T10:20:00.000Z,14.5,-,-,-
5355,sn18700:0,2022-09-11T10:30:00.000Z,14.7,-,-,-
5356,sn18700:0,2022-09-11T10:40:00.000Z,14.9,-,-,-
5357,sn18700:0,2022-09-11T10:50:00.000Z,15.6,-,-,-
5358,sn18700:0,2022-09-11T11:00:00.000Z,15.3,15.3,13.9,15.9
5359,sn18700:0,2022-09-11T11:10:00.000Z,16.3,-,-,-
5360,sn18700:0,2022-09-11T11:20:00.000Z,16.8,-,-,-
5361,sn18700:0,2022-09-11T11:30:00.000Z,16.5,-,-,-
5362,sn18700:0,2022-09-11T11:40:00.000Z,16.6,-,-,-
5363,sn18700:0,2022-09-11T11:50:00.000Z,16.6,-,-,-
5364,sn18700:0,2022-09-11T12:00:00.000Z,16.3,16.3,15.3,17.2
5365,sn18700:0,2022-09-11T12:10:00.000Z,16.2,-,-,-
5366,sn18700:0,2022-09-11T12:20:00.000Z,16.3,-,-,-
5367,sn18700:0,2022-09-11T12:30:00.000Z,16.5,-,-,-
5368,sn18700:0,2022-09-11T12:40:00.000Z,15.7,-,-,-
5369,sn18700:0,2022-09-11T12:50:00.000Z,16.0,-,-,-
5370,sn18700:0,2022-09-11T13:00:00.000Z,16.8,16.8,15.7,16.8
5371,sn18700:0,2022-09-11T13:10:00.000Z,16.7,-,-,-
5372,sn18700:0,2022-09-11T13:20:00.000Z,16.7,-,-,-
5373,sn18700:0,2022-09-11T13:30:00.000Z,17.0,-,-,-
5374,sn18700:0,2022-09-11T13:40:00.000Z,17.3,-,-,-
5375,sn18700:0,2022-09-11T13:50:00.000Z,17.1,-,-,-
5376,sn18700:0,2022-09-11T14:00:00.000Z,16.9,16.9,16.6,17.3
5377,sn18700:0,2022-09-11T14:10:00.000Z,17.2,-,-,-
5378,sn18700:0,2022-09-11T14:20:00.000Z,17.7,-,-,-
5379,sn18700:0,2022-09-11T14:30:00.000Z,17.0,-,-,-
5380,sn18700:0,2022-09-11T14:40:00.000Z,17.6,-,-,-
5381,sn18700:0,2022-09-11T14:50:00.000Z,17.6,-,-,-
5382,sn18700:0,2022-09-11T15:00:00.000Z,17.9,17.9,16.8,17.9
5383,sn18700:0,2022-09-11T15:10:00.000Z,17.4,-,-,-
5384,sn18700:0,2022-09-11T15:20:00.000Z,17.7,-,-,-
5385,sn18700:0,2022-09-11T15:30:00.000Z,17.2,-,-,-
5386,sn18700:0,2022-09-11T15:40:00.000Z,17.2,-,-,-
5387,sn18700:0,2022-09-11T15:50:00.000Z,16.9,-,-,-
5388,sn18700:0,2022-09-11T16:00:00.000Z,16.4,16.4,16.4,17.9
5389,sn18700:0,2022-09-11T16:10:00.000Z,16.0,-,-,-
5390,sn18700:0,2022-09-11T16:20:00.000Z,15.9,-,-,-
5391,sn18700:0,2022-09-11T16:30:00.000Z,15.8,-,-,-
5392,sn18700:0,2022-09-11T16:40:00.000Z,15.7,-,-,-
5393,sn18700:0,2022-09-11T16:50:00.000Z,15.6,-,-,-
5394,sn18700:0,2022-09-11T17:00:00.000Z,15.2,15.2,15.2,16.4
5395,sn18700:0,2022-09-11T17:10:00.000Z,14.9,-,-,-
5396,sn18700:0,2022-09-11T17:20:00.000Z,14.8,-,-,-
5397,sn18700:0,2022-09-11T17:30:00.000Z,14.8,-,-,-
5398,sn18700:0,2022-09-11T17:40:00.000Z,14.6,-,-,-
5399,sn18700:0,2022-09-11T17:50:00.000Z,14.4,-,-,-
5400,sn18700:0,2022-09-11T18:00:00.000Z,14.4,14.4,14.3,15.2
5401,sn18700:0,2022-09-11T18:10:00.000Z,14.2,-,-,-
5402,sn18700:0,2022-09-11T18:20:00.000Z,14.1,-,-,-
5403,sn18700:0,2022-09-11T18:30:00.000Z,14.1,-,-,-
5404,sn18700:0,2022-09-11T18:40:00.000Z,14.2,-,-,-
5405,sn18700:0,2022-09-11T18:50:00.000Z,13.9,-,-,-
5406,sn18700:0,2022-09-11T19:00:00.000Z,13.6,13.6,13.6,14.4
5407,sn18700:0,2022-09-11T19:10:00.000Z,13.5,-,-,-
5408,sn18700:0,2022-09-11T19:20:00.000Z,13.7,-,-,-
5409,sn18700:0,2022-09-11T19:30:00.000Z,13.5,-,-,-
5410,sn18700:0,2022-09-11T19:40:00.000Z,13.3,-,-,-
5411,sn18700:0,2022-09-11T19:50:00.000Z,13.1,-,-,-
5412,sn18700:0,2022-09-11T20:00:00.000Z,12.8,12.8,12.8,13.8
5413,sn18700:0,2022-09-11T20:10:00.000Z,12.8,-,-,-
5414,sn18700:0,2022-09-11T20:20:00.000Z,12.7,-,-,-
5415,sn18700:0,2022-09-11T20:30:00.000Z,12.5,-,-,-
5416,sn18700:0,2022-09-11T20:40:00.000Z,12.1,-,-,-
5417,sn18700:0,2022-09-11T20:50:00.000Z,11.5,-,-,-
5418,sn18700:0,2022-09-11T21:00:00.000Z,11.5,11.5,11.4,12.9
5419,sn18700:0,2022-09-11T21:10:00.000Z,11.6,-,-,-
5420,sn18700:0,2022-09-11T21:20:00.000Z,11.8,-,-,-
5421,sn18700:0,2022-09-11T21:30:00.000Z,12.2,-,-,-
5422,sn18700:0,2022-09-11T21:40:00.000Z,12.4,-,-,-
5423,sn18700:0,2022-09-11T21:50:00.000Z,12.3,-,-,-
5424,sn18700:0,2022-09-11T22:00:00.000Z,12.3,12.3,11.4,12.4
5425,sn18700:0,2022-09-11T22:10:00.000Z,12.6,-,-,-
5426,sn18700:0,2022-09-11T22:20:00.000Z,12.6,-,-,-
5427,sn18700:0,2022-09-11T22:30:00.000Z,12.7,-,-,-
5428,sn18700:0,2022-09-11T22:40:00.000Z,12.8,-,-,-
5429,sn18700:0,2022-09-11T22:50:00.000Z,12.9,-,-,-
5430,sn18700:0,2022-09-11T23:00:00.000Z,13.0,13.0,12.3,13.0
5431,sn18700:0,2022-09-11T23:10:00.000Z,12.9,-,-,-
5432,sn18700:0,2022-09-11T23:20:00.000Z,12.9,-,-,-
5433,sn18700:0,2022-09-11T23:30:00.000Z,12.9,-,-,-
5434,sn18700:0,2022-09-11T23:40:00.000Z,13.0,-,-,-
5435,sn18700:0,2022-09-11T23:50:00.000Z,13.0,-,-,-
5436,sn18700:0,2022-09-12T00:00:00.000Z,13.0,13.0,12.9,13.0
5437,sn18700:0,2022-09-12T00:10:00.000Z,13.1,-,-,-
5438,sn18700:0,2022-09-12T00:20:00.000Z,13.1,-,-,-
5439,sn18700:0,2022-09-12T00:30:00.000Z,13.1,-,-,-
5440,sn18700:0,2022-09-12T00:40:00.000Z,13.1,-,-,-
